#source_node	source_class	dest_node	dest_class	edge_class
565	h	26	s	h-s
419	h	26	s	h-s
634	h	127	s	h-s
644	h	145	s	h-s
660	h	1	s	h-s
547	h	1	s	h-s
660	h	1	s	h-s
667	h	65	s	h-s
424	h	65	s	h-s
557	h	295	s	h-s
375	h	295	s	h-s
368	h	295	s	h-s
487	h	295	s	h-s
449	h	295	s	h-s
510	h	295	s	h-s
448	h	295	s	h-s
428	h	295	s	h-s
580	h	295	s	h-s
400	h	295	s	h-s
387	h	295	s	h-s
444	h	295	s	h-s
446	h	295	s	h-s
518	h	295	s	h-s
781	h	23	s	h-s
486	h	1	s	h-s
695	h	1	s	h-s
557	h	98	s	h-s
381	h	98	s	h-s
637	h	98	s	h-s
520	h	41	s	h-s
493	h	41	s	h-s
388	h	41	s	h-s
390	h	41	s	h-s
659	h	41	s	h-s
635	h	41	s	h-s
496	h	52	s	h-s
545	h	52	s	h-s
563	h	52	s	h-s
659	h	52	s	h-s
805	h	104	s	h-s
383	h	45	s	h-s
389	h	45	s	h-s
471	h	9	s	h-s
713	h	123	s	h-s
714	h	123	s	h-s
715	h	123	s	h-s
478	h	148	s	h-s
1023	h	245	s	h-s
965	h	245	s	h-s
590	h	245	s	h-s
511	h	245	s	h-s
1020	h	245	s	h-s
755	h	245	s	h-s
601	h	89	s	h-s
760	h	5	s	h-s
430	h	123	s	h-s
544	h	143	s	h-s
586	h	143	s	h-s
570	h	143	s	h-s
503	h	143	s	h-s
398	h	143	s	h-s
445	h	143	s	h-s
566	h	192	s	h-s
740	h	15	s	h-s
867	h	14	s	h-s
430	h	231	s	h-s
549	h	81	s	h-s
641	h	77	s	h-s
431	h	77	s	h-s
610	h	77	s	h-s
477	h	43	s	h-s
469	h	77	s	h-s
466	h	77	s	h-s
508	h	259	s	h-s
509	h	259	s	h-s
579	h	13	s	h-s
396	h	7	s	h-s
585	h	7	s	h-s
630	h	58	s	h-s
585	h	58	s	h-s
585	h	8	s	h-s
936	h	6	s	h-s
587	h	73	s	h-s
851	h	6	s	h-s
851	h	5	s	h-s
735	h	5	s	h-s
669	h	39	s	h-s
528	h	76	s	h-s
578	h	98	s	h-s
555	h	20	s	h-s
635	h	73	s	h-s
458	h	124	s	h-s
670	h	126	s	h-s
500	h	338	s	h-s
670	h	338	s	h-s
489	h	338	s	h-s
504	h	184	s	h-s
409	h	184	s	h-s
430	h	184	s	h-s
410	h	184	s	h-s
414	h	141	s	h-s
658	h	141	s	h-s
544	h	141	s	h-s
580	h	141	s	h-s
503	h	141	s	h-s
497	h	141	s	h-s
598	h	141	s	h-s
787	h	141	s	h-s
729	h	141	s	h-s
390	h	141	s	h-s
729	h	359	s	h-s
446	h	98	s	h-s
606	h	74	s	h-s
485	h	74	s	h-s
433	h	74	s	h-s
647	h	74	s	h-s
560	h	74	s	h-s
857	h	74	s	h-s
530	h	74	s	h-s
437	h	74	s	h-s
420	h	74	s	h-s
661	h	0	s	h-s
729	h	169	s	h-s
524	h	169	s	h-s
415	h	83	s	h-s
473	h	43	s	h-s
475	h	43	s	h-s
473	h	19	s	h-s
475	h	19	s	h-s
510	h	126	s	h-s
550	h	126	s	h-s
446	h	126	s	h-s
740	h	104	s	h-s
747	h	153	s	h-s
526	h	24	s	h-s
537	h	5	s	h-s
797	h	18	s	h-s
771	h	18	s	h-s
797	h	98	s	h-s
718	h	152	s	h-s
660	h	152	s	h-s
479	h	152	s	h-s
576	h	152	s	h-s
660	h	152	s	h-s
607	h	81	s	h-s
747	h	81	s	h-s
607	h	40	s	h-s
747	h	40	s	h-s
747	h	73	s	h-s
508	h	44	s	h-s
713	h	44	s	h-s
714	h	44	s	h-s
715	h	44	s	h-s
420	h	105	s	h-s
381	h	82	s	h-s
469	h	337	s	h-s
841	h	337	s	h-s
618	h	337	s	h-s
457	h	131	s	h-s
899	h	18	s	h-s
899	h	67	s	h-s
780	h	67	s	h-s
477	h	70	s	h-s
939	h	41	s	h-s
707	h	41	s	h-s
793	h	41	s	h-s
939	h	42	s	h-s
809	h	42	s	h-s
916	h	42	s	h-s
793	h	42	s	h-s
939	h	18	s	h-s
793	h	18	s	h-s
939	h	16	s	h-s
809	h	16	s	h-s
916	h	16	s	h-s
793	h	16	s	h-s
793	h	141	s	h-s
793	h	19	s	h-s
410	h	185	s	h-s
449	h	185	s	h-s
610	h	185	s	h-s
428	h	185	s	h-s
815	h	47	s	h-s
731	h	47	s	h-s
815	h	49	s	h-s
731	h	49	s	h-s
516	h	89	s	h-s
510	h	89	s	h-s
446	h	89	s	h-s
421	h	53	s	h-s
496	h	259	s	h-s
360	h	67	s	h-s
611	h	120	s	h-s
611	h	4	s	h-s
934	h	18	s	h-s
841	h	18	s	h-s
638	h	18	s	h-s
639	h	18	s	h-s
518	h	18	s	h-s
383	h	149	s	h-s
621	h	149	s	h-s
934	h	149	s	h-s
730	h	149	s	h-s
809	h	149	s	h-s
545	h	149	s	h-s
841	h	149	s	h-s
638	h	149	s	h-s
583	h	149	s	h-s
639	h	149	s	h-s
518	h	149	s	h-s
934	h	19	s	h-s
841	h	19	s	h-s
518	h	19	s	h-s
423	h	47	s	h-s
731	h	53	s	h-s
370	h	75	s	h-s
414	h	91	s	h-s
464	h	91	s	h-s
503	h	91	s	h-s
771	h	133	s	h-s
567	h	50	s	h-s
454	h	44	s	h-s
420	h	44	s	h-s
843	h	18	s	h-s
1075	h	104	s	h-s
651	h	104	s	h-s
1075	h	5	s	h-s
651	h	5	s	h-s
1076	h	0	s	h-s
787	h	5	s	h-s
665	h	65	s	h-s
739	h	65	s	h-s
726	h	115	s	h-s
439	h	10	s	h-s
441	h	10	s	h-s
660	h	84	s	h-s
660	h	84	s	h-s
570	h	131	s	h-s
621	h	3	s	h-s
796	h	3	s	h-s
796	h	10	s	h-s
498	h	10	s	h-s
621	h	80	s	h-s
796	h	80	s	h-s
450	h	80	s	h-s
498	h	80	s	h-s
426	h	80	s	h-s
621	h	4	s	h-s
796	h	4	s	h-s
621	h	128	s	h-s
796	h	128	s	h-s
471	h	128	s	h-s
520	h	128	s	h-s
498	h	128	s	h-s
450	h	25	s	h-s
650	h	25	s	h-s
413	h	153	s	h-s
787	h	153	s	h-s
795	h	153	s	h-s
700	h	112	s	h-s
539	h	112	s	h-s
667	h	77	s	h-s
670	h	77	s	h-s
671	h	77	s	h-s
915	h	77	s	h-s
800	h	77	s	h-s
898	h	77	s	h-s
631	h	259	s	h-s
523	h	120	s	h-s
677	h	79	s	h-s
531	h	67	s	h-s
878	h	51	s	h-s
880	h	51	s	h-s
630	h	51	s	h-s
878	h	53	s	h-s
880	h	53	s	h-s
638	h	122	s	h-s
639	h	122	s	h-s
424	h	265	s	h-s
498	h	78	s	h-s
426	h	78	s	h-s
448	h	110	s	h-s
615	h	110	s	h-s
436	h	110	s	h-s
539	h	110	s	h-s
660	h	33	s	h-s
523	h	33	s	h-s
404	h	115	s	h-s
853	h	16	s	h-s
706	h	16	s	h-s
615	h	16	s	h-s
370	h	106	s	h-s
405	h	106	s	h-s
380	h	359	s	h-s
370	h	156	s	h-s
467	h	156	s	h-s
365	h	58	s	h-s
470	h	28	s	h-s
830	h	28	s	h-s
660	h	111	s	h-s
746	h	5	s	h-s
601	h	47	s	h-s
789	h	107	s	h-s
744	h	25	s	h-s
470	h	133	s	h-s
520	h	133	s	h-s
370	h	133	s	h-s
853	h	194	s	h-s
770	h	194	s	h-s
1010	h	194	s	h-s
474	h	194	s	h-s
635	h	194	s	h-s
910	h	16	s	h-s
474	h	52	s	h-s
523	h	63	s	h-s
476	h	255	s	h-s
420	h	255	s	h-s
600	h	10	s	h-s
900	h	10	s	h-s
900	h	359	s	h-s
480	h	111	s	h-s
531	h	61	s	h-s
495	h	61	s	h-s
635	h	61	s	h-s
603	h	47	s	h-s
435	h	227	s	h-s
571	h	227	s	h-s
513	h	227	s	h-s
700	h	295	s	h-s
447	h	295	s	h-s
457	h	71	s	h-s
450	h	71	s	h-s
747	h	71	s	h-s
569	h	53	s	h-s
545	h	93	s	h-s
417	h	93	s	h-s
570	h	93	s	h-s
618	h	93	s	h-s
583	h	154	s	h-s
616	h	24	s	h-s
644	h	114	s	h-s
910	h	106	s	h-s
473	h	106	s	h-s
475	h	106	s	h-s
910	h	14	s	h-s
558	h	80	s	h-s
667	h	51	s	h-s
753	h	13	s	h-s
374	h	67	s	h-s
593	h	3	s	h-s
396	h	8	s	h-s
813	h	23	s	h-s
510	h	20	s	h-s
676	h	62	s	h-s
781	h	122	s	h-s
360	h	168	s	h-s
385	h	168	s	h-s
520	h	168	s	h-s
610	h	47	s	h-s
589	h	17	s	h-s
451	h	78	s	h-s
566	h	78	s	h-s
470	h	78	s	h-s
726	h	24	s	h-s
719	h	47	s	h-s
804	h	47	s	h-s
676	h	49	s	h-s
483	h	49	s	h-s
470	h	3	s	h-s
756	h	24	s	h-s
905	h	70	s	h-s
546	h	70	s	h-s
905	h	359	s	h-s
721	h	84	s	h-s
448	h	84	s	h-s
361	h	84	s	h-s
571	h	84	s	h-s
554	h	84	s	h-s
839	h	84	s	h-s
541	h	119	s	h-s
549	h	88	s	h-s
674	h	25	s	h-s
680	h	66	s	h-s
650	h	359	s	h-s
370	h	40	s	h-s
634	h	303	s	h-s
634	h	65	s	h-s
734	h	42	s	h-s
735	h	42	s	h-s
734	h	58	s	h-s
386	h	94	s	h-s
540	h	339	s	h-s
521	h	339	s	h-s
460	h	339	s	h-s
744	h	339	s	h-s
745	h	339	s	h-s
599	h	339	s	h-s
540	h	339	s	h-s
571	h	47	s	h-s
536	h	45	s	h-s
846	h	49	s	h-s
480	h	175	s	h-s
563	h	175	s	h-s
480	h	28	s	h-s
534	h	42	s	h-s
566	h	194	s	h-s
604	h	194	s	h-s
490	h	71	s	h-s
370	h	71	s	h-s
623	h	106	s	h-s
540	h	145	s	h-s
540	h	145	s	h-s
829	h	108	s	h-s
460	h	102	s	h-s
576	h	102	s	h-s
829	h	102	s	h-s
461	h	102	s	h-s
708	h	66	s	h-s
433	h	196	s	h-s
530	h	196	s	h-s
571	h	51	s	h-s
667	h	71	s	h-s
667	h	76	s	h-s
740	h	16	s	h-s
679	h	16	s	h-s
696	h	16	s	h-s
740	h	11	s	h-s
679	h	11	s	h-s
696	h	11	s	h-s
535	h	11	s	h-s
600	h	19	s	h-s
590	h	19	s	h-s
724	h	19	s	h-s
600	h	66	s	h-s
561	h	139	s	h-s
540	h	139	s	h-s
763	h	139	s	h-s
480	h	139	s	h-s
540	h	139	s	h-s
377	h	139	s	h-s
469	h	148	s	h-s
380	h	88	s	h-s
567	h	83	s	h-s
450	h	111	s	h-s
590	h	111	s	h-s
485	h	7	s	h-s
485	h	58	s	h-s
485	h	315	s	h-s
420	h	315	s	h-s
408	h	315	s	h-s
393	h	50	s	h-s
493	h	54	s	h-s
741	h	57	s	h-s
437	h	164	s	h-s
801	h	164	s	h-s
801	h	45	s	h-s
446	h	45	s	h-s
801	h	106	s	h-s
650	h	59	s	h-s
467	h	93	s	h-s
360	h	333	s	h-s
476	h	333	s	h-s
709	h	333	s	h-s
899	h	56	s	h-s
628	h	56	s	h-s
899	h	50	s	h-s
899	h	49	s	h-s
360	h	317	s	h-s
450	h	317	s	h-s
385	h	317	s	h-s
460	h	72	s	h-s
461	h	72	s	h-s
854	h	104	s	h-s
469	h	104	s	h-s
544	h	104	s	h-s
450	h	104	s	h-s
545	h	104	s	h-s
458	h	104	s	h-s
370	h	104	s	h-s
907	h	104	s	h-s
480	h	158	s	h-s
390	h	158	s	h-s
658	h	124	s	h-s
443	h	124	s	h-s
368	h	133	s	h-s
476	h	296	s	h-s
384	h	296	s	h-s
544	h	296	s	h-s
376	h	296	s	h-s
449	h	296	s	h-s
496	h	296	s	h-s
417	h	296	s	h-s
400	h	296	s	h-s
520	h	296	s	h-s
370	h	296	s	h-s
740	h	18	s	h-s
835	h	18	s	h-s
700	h	11	s	h-s
700	h	359	s	h-s
528	h	43	s	h-s
919	h	43	s	h-s
807	h	43	s	h-s
785	h	23	s	h-s
528	h	23	s	h-s
919	h	23	s	h-s
807	h	23	s	h-s
594	h	23	s	h-s
641	h	61	s	h-s
785	h	61	s	h-s
528	h	61	s	h-s
919	h	61	s	h-s
514	h	61	s	h-s
547	h	61	s	h-s
807	h	61	s	h-s
444	h	61	s	h-s
594	h	61	s	h-s
641	h	20	s	h-s
528	h	20	s	h-s
919	h	20	s	h-s
807	h	20	s	h-s
535	h	115	s	h-s
711	h	143	s	h-s
371	h	155	s	h-s
426	h	155	s	h-s
479	h	68	s	h-s
523	h	68	s	h-s
576	h	68	s	h-s
440	h	68	s	h-s
435	h	68	s	h-s
438	h	68	s	h-s
524	h	68	s	h-s
384	h	321	s	h-s
510	h	321	s	h-s
387	h	321	s	h-s
390	h	321	s	h-s
378	h	50	s	h-s
486	h	44	s	h-s
490	h	44	s	h-s
428	h	32	s	h-s
371	h	241	s	h-s
449	h	241	s	h-s
398	h	241	s	h-s
409	h	241	s	h-s
791	h	0	s	h-s
577	h	84	s	h-s
709	h	84	s	h-s
709	h	124	s	h-s
476	h	92	s	h-s
429	h	92	s	h-s
571	h	92	s	h-s
370	h	92	s	h-s
486	h	54	s	h-s
603	h	54	s	h-s
845	h	103	s	h-s
845	h	120	s	h-s
395	h	120	s	h-s
536	h	120	s	h-s
456	h	69	s	h-s
410	h	180	s	h-s
610	h	180	s	h-s
467	h	180	s	h-s
623	h	180	s	h-s
379	h	11	s	h-s
630	h	11	s	h-s
731	h	13	s	h-s
659	h	120	s	h-s
486	h	129	s	h-s
410	h	129	s	h-s
420	h	159	s	h-s
630	h	197	s	h-s
521	h	197	s	h-s
429	h	197	s	h-s
710	h	197	s	h-s
566	h	197	s	h-s
604	h	197	s	h-s
735	h	108	s	h-s
735	h	26	s	h-s
529	h	259	s	h-s
529	h	115	s	h-s
581	h	115	s	h-s
538	h	7	s	h-s
710	h	69	s	h-s
480	h	69	s	h-s
555	h	69	s	h-s
615	h	116	s	h-s
760	h	0	s	h-s
615	h	0	s	h-s
615	h	52	s	h-s
405	h	99	s	h-s
369	h	94	s	h-s
360	h	187	s	h-s
368	h	187	s	h-s
568	h	187	s	h-s
549	h	154	s	h-s
455	h	145	s	h-s
568	h	145	s	h-s
1007	h	145	s	h-s
620	h	145	s	h-s
1007	h	16	s	h-s
620	h	16	s	h-s
1007	h	4	s	h-s
620	h	4	s	h-s
745	h	4	s	h-s
1007	h	128	s	h-s
620	h	128	s	h-s
455	h	146	s	h-s
568	h	146	s	h-s
460	h	146	s	h-s
1007	h	146	s	h-s
620	h	146	s	h-s
745	h	146	s	h-s
659	h	14	s	h-s
381	h	42	s	h-s
534	h	47	s	h-s
560	h	81	s	h-s
560	h	40	s	h-s
560	h	106	s	h-s
451	h	31	s	h-s
488	h	16	s	h-s
887	h	63	s	h-s
887	h	14	s	h-s
887	h	116	s	h-s
1077	h	126	s	h-s
486	h	126	s	h-s
695	h	126	s	h-s
750	h	126	s	h-s
490	h	126	s	h-s
569	h	78	s	h-s
413	h	78	s	h-s
448	h	78	s	h-s
460	h	129	s	h-s
448	h	129	s	h-s
615	h	129	s	h-s
493	h	129	s	h-s
461	h	129	s	h-s
439	h	32	s	h-s
441	h	32	s	h-s
596	h	24	s	h-s
596	h	123	s	h-s
459	h	31	s	h-s
444	h	31	s	h-s
393	h	222	s	h-s
713	h	131	s	h-s
567	h	131	s	h-s
369	h	131	s	h-s
714	h	131	s	h-s
715	h	131	s	h-s
877	h	131	s	h-s
437	h	131	s	h-s
446	h	131	s	h-s
751	h	44	s	h-s
695	h	44	s	h-s
754	h	44	s	h-s
698	h	44	s	h-s
607	h	44	s	h-s
948	h	44	s	h-s
751	h	5	s	h-s
698	h	5	s	h-s
907	h	29	s	h-s
428	h	254	s	h-s
446	h	254	s	h-s
760	h	169	s	h-s
538	h	61	s	h-s
839	h	61	s	h-s
364	h	112	s	h-s
607	h	112	s	h-s
531	h	122	s	h-s
811	h	147	s	h-s
811	h	42	s	h-s
508	h	164	s	h-s
391	h	164	s	h-s
450	h	164	s	h-s
535	h	164	s	h-s
367	h	164	s	h-s
535	h	45	s	h-s
367	h	45	s	h-s
535	h	32	s	h-s
707	h	28	s	h-s
623	h	28	s	h-s
511	h	94	s	h-s
886	h	94	s	h-s
699	h	94	s	h-s
484	h	244	s	h-s
400	h	84	s	h-s
481	h	84	s	h-s
481	h	69	s	h-s
736	h	56	s	h-s
736	h	54	s	h-s
736	h	6	s	h-s
736	h	11	s	h-s
736	h	2	s	h-s
403	h	2	s	h-s
409	h	45	s	h-s
391	h	206	s	h-s
780	h	153	s	h-s
624	h	58	s	h-s
393	h	227	s	h-s
660	h	220	s	h-s
780	h	220	s	h-s
460	h	220	s	h-s
418	h	220	s	h-s
526	h	220	s	h-s
660	h	220	s	h-s
383	h	129	s	h-s
420	h	129	s	h-s
408	h	129	s	h-s
476	h	178	s	h-s
390	h	178	s	h-s
571	h	106	s	h-s
440	h	15	s	h-s
444	h	15	s	h-s
538	h	123	s	h-s
840	h	123	s	h-s
468	h	199	s	h-s
545	h	199	s	h-s
443	h	199	s	h-s
360	h	86	s	h-s
508	h	86	s	h-s
414	h	86	s	h-s
658	h	86	s	h-s
399	h	86	s	h-s
393	h	86	s	h-s
454	h	86	s	h-s
514	h	21	s	h-s
563	h	21	s	h-s
460	h	158	s	h-s
450	h	158	s	h-s
478	h	158	s	h-s
726	h	158	s	h-s
655	h	158	s	h-s
461	h	158	s	h-s
378	h	158	s	h-s
540	h	248	s	h-s
375	h	248	s	h-s
460	h	248	s	h-s
599	h	248	s	h-s
540	h	248	s	h-s
430	h	248	s	h-s
723	h	122	s	h-s
603	h	180	s	h-s
848	h	57	s	h-s
583	h	17	s	h-s
590	h	10	s	h-s
590	h	4	s	h-s
511	h	4	s	h-s
590	h	4	s	h-s
410	h	4	s	h-s
890	h	359	s	h-s
890	h	359	s	h-s
485	h	47	s	h-s
469	h	32	s	h-s
610	h	32	s	h-s
417	h	32	s	h-s
466	h	32	s	h-s
618	h	32	s	h-s
587	h	32	s	h-s
666	h	1	s	h-s
525	h	124	s	h-s
400	h	124	s	h-s
703	h	67	s	h-s
703	h	19	s	h-s
499	h	52	s	h-s
427	h	240	s	h-s
610	h	240	s	h-s
404	h	240	s	h-s
398	h	240	s	h-s
495	h	240	s	h-s
374	h	170	s	h-s
578	h	81	s	h-s
495	h	81	s	h-s
399	h	107	s	h-s
400	h	107	s	h-s
513	h	107	s	h-s
481	h	107	s	h-s
401	h	107	s	h-s
578	h	120	s	h-s
436	h	120	s	h-s
810	h	35	s	h-s
710	h	18	s	h-s
418	h	18	s	h-s
606	h	44	s	h-s
710	h	44	s	h-s
418	h	44	s	h-s
419	h	44	s	h-s
606	h	11	s	h-s
723	h	11	s	h-s
450	h	235	s	h-s
527	h	143	s	h-s
831	h	143	s	h-s
643	h	143	s	h-s
1078	h	143	s	h-s
999	h	143	s	h-s
534	h	143	s	h-s
833	h	143	s	h-s
429	h	246	s	h-s
610	h	246	s	h-s
398	h	246	s	h-s
995	h	246	s	h-s
445	h	246	s	h-s
635	h	246	s	h-s
630	h	36	s	h-s
744	h	13	s	h-s
660	h	58	s	h-s
453	h	58	s	h-s
660	h	58	s	h-s
489	h	58	s	h-s
740	h	105	s	h-s
484	h	105	s	h-s
455	h	105	s	h-s
567	h	105	s	h-s
460	h	105	s	h-s
487	h	105	s	h-s
676	h	105	s	h-s
440	h	105	s	h-s
417	h	105	s	h-s
436	h	105	s	h-s
390	h	105	s	h-s
461	h	105	s	h-s
438	h	105	s	h-s
740	h	122	s	h-s
487	h	122	s	h-s
676	h	122	s	h-s
444	h	122	s	h-s
740	h	43	s	h-s
676	h	43	s	h-s
676	h	126	s	h-s
404	h	126	s	h-s
417	h	126	s	h-s
436	h	126	s	h-s
426	h	126	s	h-s
740	h	8	s	h-s
676	h	8	s	h-s
417	h	15	s	h-s
495	h	15	s	h-s
426	h	15	s	h-s
740	h	133	s	h-s
484	h	133	s	h-s
414	h	133	s	h-s
369	h	133	s	h-s
487	h	133	s	h-s
676	h	133	s	h-s
404	h	133	s	h-s
440	h	133	s	h-s
398	h	133	s	h-s
436	h	133	s	h-s
388	h	133	s	h-s
444	h	133	s	h-s
445	h	133	s	h-s
454	h	133	s	h-s
430	h	133	s	h-s
438	h	133	s	h-s
495	h	133	s	h-s
377	h	133	s	h-s
420	h	133	s	h-s
426	h	133	s	h-s
447	h	133	s	h-s
740	h	102	s	h-s
484	h	102	s	h-s
455	h	102	s	h-s
487	h	102	s	h-s
440	h	102	s	h-s
404	h	102	s	h-s
420	h	102	s	h-s
740	h	52	s	h-s
676	h	52	s	h-s
740	h	20	s	h-s
487	h	20	s	h-s
371	h	340	s	h-s
721	h	340	s	h-s
509	h	340	s	h-s
368	h	340	s	h-s
369	h	340	s	h-s
376	h	340	s	h-s
449	h	340	s	h-s
428	h	340	s	h-s
387	h	340	s	h-s
370	h	340	s	h-s
420	h	340	s	h-s
640	h	116	s	h-s
551	h	116	s	h-s
741	h	285	s	h-s
745	h	33	s	h-s
424	h	147	s	h-s
537	h	8	s	h-s
516	h	28	s	h-s
656	h	12	s	h-s
509	h	105	s	h-s
435	h	105	s	h-s
546	h	105	s	h-s
458	h	105	s	h-s
547	h	105	s	h-s
587	h	105	s	h-s
498	h	105	s	h-s
405	h	105	s	h-s
525	h	2	s	h-s
400	h	2	s	h-s
401	h	2	s	h-s
490	h	2	s	h-s
841	h	42	s	h-s
841	h	76	s	h-s
713	h	31	s	h-s
714	h	31	s	h-s
715	h	31	s	h-s
430	h	24	s	h-s
561	h	271	s	h-s
540	h	271	s	h-s
391	h	271	s	h-s
450	h	271	s	h-s
376	h	271	s	h-s
540	h	271	s	h-s
440	h	44	s	h-s
367	h	44	s	h-s
677	h	44	s	h-s
476	h	332	s	h-s
375	h	332	s	h-s
440	h	332	s	h-s
387	h	332	s	h-s
583	h	332	s	h-s
367	h	332	s	h-s
677	h	332	s	h-s
438	h	332	s	h-s
647	h	39	s	h-s
453	h	39	s	h-s
587	h	18	s	h-s
670	h	67	s	h-s
781	h	16	s	h-s
531	h	16	s	h-s
453	h	16	s	h-s
360	h	109	s	h-s
480	h	152	s	h-s
619	h	152	s	h-s
430	h	152	s	h-s
377	h	152	s	h-s
509	h	111	s	h-s
731	h	111	s	h-s
684	h	53	s	h-s
383	h	154	s	h-s
389	h	154	s	h-s
684	h	110	s	h-s
689	h	36	s	h-s
690	h	36	s	h-s
689	h	21	s	h-s
690	h	21	s	h-s
509	h	117	s	h-s
469	h	117	s	h-s
544	h	117	s	h-s
545	h	117	s	h-s
497	h	117	s	h-s
520	h	117	s	h-s
855	h	57	s	h-s
727	h	57	s	h-s
728	h	57	s	h-s
650	h	57	s	h-s
855	h	113	s	h-s
544	h	113	s	h-s
727	h	113	s	h-s
731	h	113	s	h-s
728	h	113	s	h-s
423	h	113	s	h-s
650	h	113	s	h-s
426	h	113	s	h-s
540	h	191	s	h-s
469	h	191	s	h-s
450	h	191	s	h-s
458	h	191	s	h-s
520	h	191	s	h-s
535	h	191	s	h-s
756	h	191	s	h-s
540	h	191	s	h-s
907	h	191	s	h-s
650	h	8	s	h-s
455	h	239	s	h-s
737	h	82	s	h-s
433	h	84	s	h-s
586	h	84	s	h-s
417	h	84	s	h-s
497	h	84	s	h-s
586	h	13	s	h-s
525	h	128	s	h-s
586	h	128	s	h-s
435	h	128	s	h-s
497	h	128	s	h-s
443	h	128	s	h-s
864	h	74	s	h-s
940	h	74	s	h-s
710	h	28	s	h-s
817	h	28	s	h-s
371	h	252	s	h-s
771	h	252	s	h-s
650	h	252	s	h-s
426	h	252	s	h-s
660	h	267	s	h-s
525	h	267	s	h-s
443	h	267	s	h-s
660	h	267	s	h-s
454	h	267	s	h-s
508	h	341	s	h-s
383	h	341	s	h-s
399	h	341	s	h-s
526	h	341	s	h-s
401	h	341	s	h-s
446	h	341	s	h-s
508	h	73	s	h-s
371	h	73	s	h-s
463	h	73	s	h-s
419	h	73	s	h-s
637	h	66	s	h-s
703	h	122	s	h-s
703	h	180	s	h-s
440	h	180	s	h-s
435	h	180	s	h-s
437	h	180	s	h-s
703	h	8	s	h-s
703	h	93	s	h-s
420	h	93	s	h-s
381	h	36	s	h-s
779	h	36	s	h-s
618	h	16	s	h-s
896	h	36	s	h-s
610	h	28	s	h-s
466	h	123	s	h-s
631	h	123	s	h-s
466	h	89	s	h-s
394	h	10	s	h-s
394	h	154	s	h-s
654	h	154	s	h-s
608	h	154	s	h-s
850	h	36	s	h-s
866	h	44	s	h-s
631	h	44	s	h-s
361	h	103	s	h-s
361	h	29	s	h-s
533	h	103	s	h-s
610	h	134	s	h-s
611	h	134	s	h-s
611	h	53	s	h-s
611	h	154	s	h-s
637	h	359	s	h-s
608	h	92	s	h-s
391	h	342	s	h-s
375	h	342	s	h-s
384	h	342	s	h-s
516	h	342	s	h-s
376	h	342	s	h-s
400	h	342	s	h-s
387	h	342	s	h-s
444	h	342	s	h-s
445	h	342	s	h-s
430	h	342	s	h-s
438	h	342	s	h-s
447	h	342	s	h-s
667	h	91	s	h-s
915	h	91	s	h-s
915	h	194	s	h-s
754	h	34	s	h-s
681	h	34	s	h-s
717	h	54	s	h-s
717	h	6	s	h-s
717	h	3	s	h-s
380	h	5	s	h-s
709	h	54	s	h-s
743	h	54	s	h-s
450	h	133	s	h-s
496	h	133	s	h-s
545	h	133	s	h-s
393	h	229	s	h-s
546	h	229	s	h-s
857	h	18	s	h-s
857	h	194	s	h-s
648	h	40	s	h-s
394	h	126	s	h-s
601	h	56	s	h-s
680	h	56	s	h-s
644	h	56	s	h-s
601	h	50	s	h-s
680	h	50	s	h-s
874	h	40	s	h-s
746	h	40	s	h-s
874	h	23	s	h-s
786	h	41	s	h-s
580	h	33	s	h-s
581	h	33	s	h-s
841	h	33	s	h-s
380	h	33	s	h-s
771	h	12	s	h-s
610	h	12	s	h-s
583	h	12	s	h-s
607	h	63	s	h-s
747	h	63	s	h-s
564	h	122	s	h-s
670	h	359	s	h-s
630	h	184	s	h-s
543	h	43	s	h-s
745	h	43	s	h-s
397	h	129	s	h-s
663	h	23	s	h-s
643	h	33	s	h-s
360	h	71	s	h-s
440	h	71	s	h-s
620	h	15	s	h-s
708	h	41	s	h-s
676	h	41	s	h-s
808	h	41	s	h-s
469	h	84	s	h-s
708	h	84	s	h-s
450	h	84	s	h-s
496	h	84	s	h-s
545	h	84	s	h-s
546	h	84	s	h-s
618	h	84	s	h-s
469	h	27	s	h-s
708	h	27	s	h-s
544	h	27	s	h-s
545	h	27	s	h-s
417	h	27	s	h-s
546	h	27	s	h-s
618	h	27	s	h-s
808	h	27	s	h-s
587	h	27	s	h-s
546	h	16	s	h-s
543	h	359	s	h-s
529	h	119	s	h-s
393	h	119	s	h-s
420	h	119	s	h-s
469	h	129	s	h-s
450	h	129	s	h-s
450	h	129	s	h-s
470	h	129	s	h-s
497	h	129	s	h-s
378	h	129	s	h-s
516	h	78	s	h-s
400	h	76	s	h-s
508	h	240	s	h-s
520	h	240	s	h-s
371	h	240	s	h-s
414	h	240	s	h-s
658	h	240	s	h-s
440	h	240	s	h-s
405	h	240	s	h-s
420	h	240	s	h-s
563	h	176	s	h-s
367	h	176	s	h-s
450	h	181	s	h-s
470	h	181	s	h-s
635	h	152	s	h-s
707	h	228	s	h-s
405	h	228	s	h-s
610	h	62	s	h-s
440	h	62	s	h-s
366	h	62	s	h-s
510	h	284	s	h-s
391	h	284	s	h-s
529	h	284	s	h-s
514	h	284	s	h-s
583	h	284	s	h-s
377	h	284	s	h-s
480	h	60	s	h-s
567	h	22	s	h-s
435	h	22	s	h-s
547	h	22	s	h-s
628	h	6	s	h-s
588	h	91	s	h-s
520	h	164	s	h-s
